user_id,label,Account type,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Savings type,Length of current employment,Instalment per cent,Marital Status,Guarantors,Duration in Current address,Most valuable available asset,Age,Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
122134,1,4,6,2,5,660,3,4,2,4,1,4,1,23,3,1,1,2,1,1,1
149782,0,4,27,2,0,2570,1,3,3,2,1,3,1,21,3,1,1,3,1,1,1
57692,1,4,10,2,1,2901,5,2,1,2,1,4,1,31,3,1,1,3,1,1,1
740786,1,1,24,2,3,2384,1,5,4,3,1,4,1,64,1,1,1,2,1,1,1
172393,1,2,6,2,3,590,1,2,3,4,1,3,1,26,3,2,1,2,1,1,2
687290,1,2,12,2,8,754,5,5,4,3,1,4,2,38,3,2,2,3,1,1,1
466824,0,4,18,2,2,1533,1,2,4,4,2,1,2,43,3,2,1,2,2,1,1
638995,1,4,36,3,1,8947,5,4,3,3,1,2,3,31,2,2,1,4,2,2,1
303567,1,3,6,4,0,1323,2,5,2,1,1,4,3,28,3,2,2,3,2,2,1
576862,1,4,10,2,6,727,3,5,4,3,1,4,4,46,3,3,1,3,1,2,1
459237,0,1,12,4,0,4843,1,5,3,3,2,4,2,43,3,1,2,3,1,2,1
711452,0,4,15,2,6,4623,2,3,3,3,1,2,2,40,3,2,1,4,1,2,1
563859,0,1,21,1,0,1647,5,3,4,3,1,2,2,40,1,2,2,2,2,1,1
9717,1,1,11,4,0,3905,1,3,2,3,1,2,1,36,3,1,2,3,2,1,1
533122,0,4,21,3,9,2580,3,2,4,3,1,2,1,41,1,2,1,2,2,1,1
144395,1,2,24,4,3,1743,1,5,4,3,1,2,2,48,3,2,2,2,1,1,1
305806,1,2,36,3,0,2862,2,5,4,3,1,3,4,30,3,3,1,3,1,1,1
142533,0,1,24,1,3,1546,1,4,4,3,3,4,3,24,1,1,1,2,1,1,1
477041,1,4,6,4,2,1221,5,3,1,4,1,2,2,27,3,2,2,3,1,1,1
322956,1,2,27,2,9,2528,1,2,4,2,1,1,2,32,3,2,1,3,2,2,1
518473,1,4,6,2,6,1538,1,2,1,2,1,2,4,56,3,2,1,3,1,1,1
36557,0,1,18,1,2,1553,1,3,4,3,1,3,3,44,1,2,1,3,1,1,1
649085,1,2,15,4,9,2326,3,3,2,3,1,4,3,27,1,2,1,3,1,1,1
240281,0,1,12,1,3,2149,1,3,4,1,1,1,4,29,3,3,1,3,1,1,1
567678,0,1,18,2,4,1217,1,3,4,4,1,3,1,47,3,2,1,2,1,2,1
606466,0,4,36,2,6,1819,1,3,4,3,1,4,4,37,2,3,1,3,1,2,1
386225,1,4,21,2,1,2476,5,5,4,3,1,4,1,46,3,2,1,4,1,2,1
291262,1,4,12,2,3,776,1,3,4,4,1,2,1,28,3,2,1,3,1,1,1
232105,1,2,11,3,3,4771,1,4,2,3,1,4,2,51,3,2,1,3,1,1,1
506496,1,4,24,2,8,937,1,2,4,4,1,3,3,27,3,2,2,2,1,1,1
220436,1,4,15,2,1,3029,1,4,2,3,1,2,3,33,3,2,1,3,1,1,1
780420,1,4,15,4,3,1459,1,3,4,2,1,2,3,43,3,2,1,2,1,1,1
434195,0,1,30,2,2,2406,1,4,4,2,1,4,1,23,3,1,1,3,1,1,1
406090,0,1,24,2,2,3234,1,2,4,2,1,4,1,23,3,1,1,2,1,2,1
756425,0,1,36,2,0,1842,1,2,4,2,1,4,3,34,3,2,1,3,1,2,1
671826,1,4,24,4,3,2424,5,5,4,3,1,4,2,53,3,2,2,3,1,1,1
108742,1,2,18,0,2,3244,1,3,1,2,1,4,3,33,1,2,2,3,1,2,1
369282,1,3,12,1,3,409,4,3,3,2,1,3,1,42,3,1,2,3,1,1,1
204657,0,1,6,1,6,1198,1,5,4,2,1,4,4,35,3,3,1,3,1,1,1
390136,1,2,16,4,0,1175,1,1,2,3,1,3,3,68,3,3,3,1,1,2,1
726783,1,4,24,4,3,1851,1,4,4,4,3,2,3,33,3,2,2,3,1,2,1
441960,0,1,33,4,2,4281,3,3,1,2,1,4,3,23,3,2,2,3,1,1,1
260281,1,4,5,2,9,3448,1,4,1,3,1,4,1,74,3,2,1,2,1,1,1
432320,1,4,10,2,0,1597,3,3,3,3,1,2,4,40,3,1,1,2,2,1,2
667359,0,2,8,2,2,1237,1,3,3,2,1,4,1,24,3,2,1,3,1,1,1
393307,1,1,12,4,0,2122,1,3,3,3,1,2,1,39,3,1,2,2,2,1,2
179604,0,1,12,2,3,727,2,2,4,4,1,3,4,33,3,2,1,2,1,2,1
412861,1,4,24,3,0,717,5,5,4,4,1,4,3,54,3,2,2,3,1,2,1
79656,1,4,11,4,3,1154,2,1,4,2,1,4,1,57,3,2,3,2,1,1,1
115061,0,4,21,4,0,12680,5,5,4,3,1,4,4,30,3,3,1,4,1,2,1
94139,1,4,24,4,2,1585,1,4,4,3,1,3,2,40,3,2,2,3,1,1,1
61834,1,1,8,4,10,1164,1,5,3,3,1,4,4,51,1,3,2,4,2,2,1
332504,0,1,30,2,5,11998,1,2,1,1,1,1,4,34,1,2,1,2,1,2,1
430200,0,1,18,1,0,1442,1,4,4,3,1,4,4,32,1,3,2,2,2,1,1
614654,0,2,6,1,0,931,2,2,1,2,1,1,2,32,2,2,1,2,1,1,1
56939,1,4,12,4,2,3331,1,5,2,3,1,4,2,42,2,2,1,3,1,1,1
420318,0,2,36,3,0,2225,1,5,4,3,1,4,4,57,1,3,2,3,1,2,1
18210,0,2,24,4,2,4736,1,2,2,2,1,4,3,25,1,2,1,2,1,1,1
152219,1,4,15,2,4,874,5,2,4,2,1,1,1,24,3,2,1,3,1,1,1
428384,1,4,24,3,9,3863,1,3,1,3,1,2,4,32,3,3,1,3,1,1,1
201360,0,1,12,4,0,691,1,5,4,3,1,3,2,35,3,2,2,3,1,1,1
70293,0,2,36,2,3,2671,2,3,4,2,2,4,4,50,3,3,1,3,1,1,1
254629,1,4,27,2,5,5190,5,5,4,3,1,4,2,48,3,2,4,3,2,2,1
476551,0,2,48,2,3,10961,4,4,1,3,2,2,4,27,1,2,2,3,1,2,1
464014,1,1,24,2,2,3021,1,3,2,1,1,2,1,24,3,1,1,2,1,1,1
220543,1,4,36,3,0,10875,1,5,2,3,1,2,3,45,3,2,2,3,2,2,1
396648,1,1,13,4,9,1797,1,2,3,3,1,1,2,28,1,2,2,2,1,1,1
176376,1,4,6,2,0,3518,1,3,2,3,3,3,2,26,3,1,1,3,1,1,1
425570,1,4,36,4,3,9566,1,3,2,2,1,2,3,31,2,2,2,3,1,1,1
227390,0,1,40,4,6,5998,1,3,4,3,1,3,4,27,1,2,1,3,1,2,1
667125,1,4,33,3,9,2764,1,3,2,2,1,2,3,26,3,2,2,3,1,2,1
750678,1,2,24,2,1,2760,5,5,4,3,1,4,4,36,1,3,1,3,1,2,1
179402,0,2,15,2,3,802,1,5,4,3,1,3,3,37,3,2,1,3,2,1,1
514247,1,4,6,2,2,1766,1,3,1,4,1,2,2,21,3,1,1,3,1,1,1
505434,1,4,6,3,9,1743,2,3,1,3,1,2,1,34,3,2,2,2,1,1,1
705933,1,1,10,4,0,2241,1,2,1,3,1,3,1,48,3,1,2,2,2,1,2
542676,1,4,12,2,3,1262,1,3,3,3,1,2,3,25,3,2,1,3,1,1,1
127232,1,4,36,2,3,3835,5,5,2,2,1,4,1,45,3,2,1,2,1,2,1
113603,1,1,21,2,2,3599,1,4,1,2,1,4,3,26,3,1,1,2,1,1,1
72081,1,4,15,2,3,1386,5,3,4,4,1,2,1,40,3,1,1,3,1,2,1
207275,1,2,15,4,3,1537,5,5,4,3,3,4,1,50,3,2,2,3,1,2,1
111494,0,1,36,3,9,2145,1,4,2,3,1,1,3,24,3,2,2,3,1,2,1
503418,1,4,9,2,0,2507,3,5,2,3,1,4,4,51,3,3,1,2,1,1,1
792250,0,1,24,3,3,1659,1,2,4,2,1,2,3,29,3,1,1,2,1,2,1
200952,0,1,60,2,9,7297,1,5,4,3,2,4,4,36,3,1,1,3,1,1,1
487862,1,4,18,2,2,3422,1,5,4,3,1,4,2,47,1,2,3,3,2,2,1
522542,0,4,10,2,2,2210,1,3,2,3,1,2,1,25,3,1,1,2,1,1,1
169963,1,4,30,4,3,2831,1,3,4,2,1,2,3,33,3,2,1,3,1,2,1
290515,1,1,24,4,1,6419,1,5,2,2,1,4,4,44,3,3,2,4,2,2,1
10978,0,1,12,2,0,1228,1,3,4,2,1,2,1,24,3,2,1,2,1,1,1
633011,1,4,6,4,3,700,5,5,4,3,1,4,4,36,3,3,2,3,1,1,1
9903,0,4,18,0,9,4165,1,3,2,3,1,2,3,36,2,2,2,3,2,1,1
655846,0,1,36,1,2,2746,1,5,4,3,1,4,3,31,1,2,1,3,1,1,1
426077,1,2,12,2,3,625,1,2,4,4,3,1,1,26,1,2,1,2,1,1,1
558117,0,2,18,4,2,1928,1,2,2,3,1,2,1,31,3,2,2,2,1,1,1
778460,0,1,12,2,0,900,5,3,4,4,1,2,3,23,3,2,1,3,1,1,1
618246,1,1,24,4,1,6615,1,1,2,3,1,4,4,75,3,3,2,4,1,2,1
408894,1,4,15,4,6,1532,2,3,4,2,1,3,3,31,3,2,1,3,1,1,1
157554,0,1,18,4,0,3966,1,5,1,2,1,4,1,33,1,1,3,3,1,2,1
200440,1,2,24,2,0,3512,2,4,2,3,1,3,3,38,1,2,2,3,1,2,1
664529,1,2,9,4,2,1919,1,4,4,3,1,3,3,35,3,1,1,3,1,2,1
70050,1,4,24,2,3,3235,3,5,3,1,1,2,3,36,3,2,1,4,1,2,1
257219,1,4,18,2,1,3378,5,3,2,3,1,1,2,31,3,2,1,3,1,2,1
540593,1,2,7,2,3,2415,1,3,3,3,3,2,1,34,3,2,1,3,1,1,1
295629,1,1,12,2,2,1289,1,3,4,3,3,1,2,21,3,2,1,2,1,1,1
429723,1,1,42,4,5,3394,1,1,4,3,2,4,3,65,3,2,2,1,1,1,1
442861,0,2,48,2,3,5951,1,3,2,2,1,2,1,22,3,2,1,3,1,1,1
23275,1,4,6,3,3,935,1,3,3,2,1,2,1,24,3,2,1,3,1,1,1
459274,1,4,24,4,9,4526,1,3,3,3,1,2,1,74,3,2,1,4,1,2,1
612703,1,1,12,2,3,1498,1,3,4,2,1,1,3,23,1,2,1,3,1,1,1
537803,1,3,12,2,2,1474,1,2,4,2,1,1,2,33,1,2,1,4,1,2,1
230092,1,4,12,4,6,2748,1,5,2,2,1,4,4,57,1,3,3,2,1,1,1
772418,0,2,30,3,3,1919,2,2,4,3,1,3,4,30,2,2,2,4,1,1,1
138854,1,1,18,1,3,1940,1,2,3,3,2,4,4,36,1,3,1,4,1,2,1
77456,1,4,12,2,3,2279,5,3,4,3,1,4,4,37,3,3,1,3,1,2,1
634801,0,1,24,2,3,1938,1,2,4,1,1,3,2,32,3,2,1,3,1,1,1
42513,0,1,48,2,0,3931,1,4,4,3,1,4,4,46,3,3,1,3,2,1,1
191079,1,1,6,4,0,4716,5,2,1,3,1,3,1,44,3,2,2,2,2,1,1
318583,1,1,10,4,0,1038,1,4,4,3,2,3,2,49,3,2,2,3,1,2,1
181680,1,4,48,4,1,8858,5,4,2,3,1,1,4,35,3,3,2,3,1,2,1
210172,1,4,12,4,5,996,5,4,4,2,1,4,1,23,3,2,2,3,1,1,1
23355,1,4,15,2,2,2186,5,4,1,2,1,4,1,33,1,1,1,2,1,1,1
497331,0,1,18,2,2,4153,1,3,2,3,2,3,3,42,3,2,1,3,1,1,1
514822,0,2,36,2,5,2384,1,2,4,3,1,1,4,33,3,1,1,2,1,1,1
791377,1,4,12,4,2,1935,1,5,4,3,1,4,1,43,3,2,3,3,1,2,1
321543,1,2,7,2,3,2329,1,2,1,2,3,1,1,45,3,2,1,3,1,1,1
466902,1,4,21,2,0,2782,3,4,1,2,1,2,3,31,1,2,1,4,1,1,1
673243,1,4,24,2,3,3105,5,2,4,3,1,2,3,25,3,2,2,3,1,1,1
119606,1,3,24,4,9,1275,4,3,2,1,1,4,1,36,3,2,2,3,1,2,1
555386,1,4,48,4,9,7629,5,5,4,1,1,2,3,46,1,2,2,4,2,1,1
283498,1,4,18,4,0,1028,1,3,4,2,1,3,1,36,3,2,2,3,1,1,1
355315,1,4,24,2,2,929,5,4,4,3,1,2,3,31,2,2,1,3,1,2,1
289722,1,4,24,2,2,3972,1,4,2,2,1,4,2,25,3,1,1,3,1,2,1
423360,1,1,24,2,1,2812,5,5,2,2,1,4,1,26,3,1,1,3,1,1,1
768596,0,1,36,2,3,2302,1,3,4,1,1,4,3,31,3,1,1,3,1,1,1
409788,0,1,18,2,2,2473,1,1,4,3,1,1,3,25,3,2,1,1,1,1,1
329999,1,4,4,4,3,1503,1,4,2,3,1,1,1,42,3,2,2,2,2,1,1
115212,1,4,9,2,9,1449,1,4,3,2,1,2,3,27,3,2,2,3,1,1,1
53025,0,1,18,2,2,2039,1,3,1,2,1,4,1,20,3,1,1,3,1,1,1
394414,0,2,12,2,0,836,2,2,4,2,1,2,2,23,1,2,1,2,1,1,1
113934,0,2,12,2,2,951,2,2,4,2,1,4,3,27,1,1,4,3,1,1,1
211528,1,2,48,2,10,5381,5,1,3,3,1,4,4,40,1,3,1,1,1,2,1
379254,1,4,9,2,6,3832,5,5,1,3,1,4,1,64,3,2,1,2,1,1,1
270851,1,1,12,2,2,1858,1,2,4,2,1,1,3,22,3,1,1,3,1,1,1
288334,1,4,54,0,1,9436,5,3,2,3,1,2,2,39,3,2,1,2,2,1,1
656133,1,1,24,1,2,2483,3,3,4,3,1,4,1,22,2,2,1,3,1,2,1
5978,1,4,6,2,3,518,1,3,3,2,1,1,1,29,3,2,1,3,1,1,1
498111,0,2,24,2,1,11560,1,3,1,2,1,4,3,23,3,1,2,4,1,1,1
644092,1,4,24,2,3,1278,1,5,4,3,1,1,1,36,3,2,1,4,1,2,1
285269,0,4,18,3,2,1808,1,4,4,2,1,1,1,22,3,2,1,3,1,1,1
580805,0,1,12,2,1,3386,1,5,3,3,1,4,4,35,3,3,1,3,1,2,1
628358,1,4,15,4,1,3368,4,5,3,3,1,4,4,23,3,1,2,3,1,2,1
609540,1,4,36,4,3,3342,5,5,4,3,1,2,3,51,3,2,1,3,1,2,1
621153,1,4,24,4,6,1927,5,3,3,2,1,2,3,33,3,2,2,3,1,2,1
794649,1,4,39,2,1,2569,3,3,4,3,1,4,3,24,3,2,1,3,1,1,1
488103,0,4,12,4,3,797,5,5,4,2,1,3,2,33,3,2,1,2,2,1,1
369910,1,3,42,0,9,6289,1,2,2,1,1,1,2,33,3,2,2,3,1,1,1
285510,0,1,12,2,0,759,1,4,4,3,1,2,1,26,3,2,1,3,1,1,1
229479,1,4,12,1,8,3447,3,3,4,2,1,3,1,35,3,2,1,2,2,1,1
572391,1,2,18,2,9,1913,4,2,3,4,1,3,1,36,1,2,1,3,1,2,1
578229,0,2,18,4,0,884,1,5,4,3,1,4,3,36,3,2,1,3,2,2,1
499367,1,4,24,4,0,1287,4,5,4,2,1,4,1,37,3,2,2,3,1,2,1
747394,0,1,24,4,0,1199,1,5,4,3,1,4,3,60,3,2,2,2,1,1,1
185023,1,2,21,3,0,2353,1,3,1,1,1,4,2,47,3,2,2,3,1,1,1
714077,1,2,18,3,0,2899,5,5,4,3,1,4,3,43,3,2,1,3,2,1,1
502890,1,4,12,2,1,2445,5,2,2,4,1,4,3,26,3,1,1,3,1,2,1
422102,1,2,13,4,3,882,1,2,4,3,3,4,1,23,3,2,2,3,1,1,1
377390,0,1,36,2,2,2712,1,5,2,3,1,2,2,41,1,2,1,3,2,1,1
489156,1,2,24,4,9,2825,5,4,4,3,1,3,4,34,3,2,2,3,2,2,1
97438,0,1,18,2,3,1882,1,3,4,2,1,4,3,25,1,1,2,3,1,1,1
414961,1,1,24,2,2,1747,1,2,4,3,2,1,2,24,3,2,1,2,1,1,2
32226,1,4,6,2,3,1346,2,5,2,3,1,4,4,42,1,3,1,3,2,2,1
565727,0,1,16,4,0,2625,1,5,2,3,3,4,2,43,3,1,1,3,1,2,2
114076,1,4,24,4,0,1940,4,5,4,3,1,4,1,60,3,2,1,3,1,2,1
451630,1,3,24,2,3,5152,1,4,4,3,1,2,3,25,1,2,1,3,1,1,1
64235,1,2,6,4,8,932,5,4,1,2,1,3,2,39,3,2,2,2,1,1,1
110735,1,4,21,4,2,2288,1,2,4,2,1,4,2,23,3,2,1,3,1,2,1
727842,0,1,48,2,0,7763,1,5,4,3,1,4,4,42,1,3,1,4,1,1,1
234275,1,4,30,2,3,2333,3,5,4,3,1,2,3,30,1,2,1,4,1,1,1
211457,0,4,24,3,0,2538,1,5,4,3,1,4,3,47,3,2,2,2,2,1,1
431395,0,1,24,3,3,1024,1,2,4,4,1,4,1,48,2,2,1,3,1,1,1
436623,0,2,27,2,9,3915,1,3,4,3,1,2,3,36,3,2,1,3,2,2,1
500888,0,1,18,2,1,7511,5,5,1,3,1,4,2,51,3,3,1,3,2,2,1
64563,1,2,24,4,6,5743,1,2,2,2,1,4,4,24,3,3,2,3,1,2,1
89447,1,3,12,2,3,1297,1,3,3,4,1,4,1,23,3,1,1,3,1,1,1
345529,1,3,6,4,6,1047,1,3,2,2,1,4,2,50,3,2,1,2,1,1,1
687474,1,4,12,2,0,1101,1,3,3,4,1,2,1,27,3,2,2,3,1,2,1
338114,0,2,9,2,2,918,1,3,4,2,1,1,2,30,3,2,1,3,1,1,1
575705,1,2,18,2,5,3872,1,1,2,2,1,4,3,67,3,2,1,3,1,2,1
253213,1,4,9,4,0,2134,1,3,4,3,1,4,3,48,3,2,3,3,1,2,1
293295,1,4,12,2,0,2859,5,1,4,3,1,4,4,38,3,2,1,4,1,2,1
455947,0,1,24,1,10,1358,5,5,4,3,1,3,3,40,2,2,1,4,1,2,1
201920,1,4,9,2,0,3577,2,3,1,3,3,2,1,26,3,1,1,3,2,1,2
770686,1,4,24,4,0,2022,1,3,4,2,1,4,3,37,3,2,1,3,1,2,1
236270,0,1,24,2,0,1442,1,4,4,2,1,4,3,23,3,1,2,3,1,1,1
182803,1,2,9,2,0,1549,5,2,4,3,1,2,1,35,3,2,1,1,1,1,1
157118,0,1,30,2,2,3108,1,2,2,1,1,4,2,31,3,2,1,2,1,1,1
25069,1,1,20,4,2,4272,1,5,1,2,1,4,2,24,3,2,2,3,1,1,1
693745,1,4,12,2,6,1393,1,5,4,3,1,4,2,47,1,2,3,3,2,2,1
328589,1,4,24,2,1,7814,1,4,3,3,1,3,3,38,3,2,1,4,1,2,1
